97724
ru,stenka razin,Stenka Razin,61,,47.650278,39.891111
ru,stenkino,Stenkino,62,,54.5417,39.7265
ru,stenki razina,Stenki Razina,13,,54.633333,61.8
ru,stenki razina,Stenki Razina,53,,55.383333,75.916667
ru,stenki,Stenki,09,,49.90555,39.10785
ru,stenki,Stenki,83,,56.270516,39.454301
ru,stenkovo,Stenkovo,52,,59.016667,34.566667
ru,stennikovo,Stennikovo,40,,55.484444,67.125556
ru,stenovskiy,Stenovskiy,33,,59.4089,47.4298
ru,stenshino,Stenshino,72,,52.722507,39.96389
ru,stenurino,Stenurino,69,,55.679167,33.7475
ru,stenyukin,Stenyukin,61,,48.6,42.316667
ru,stepachevo,Stepachëvo,85,,58.7765,36.2864
ru,stepachi,Stepachi,77,,56.633889,33.845556
ru,stepagino,Stepagino,51,,56.366667,42.866667
ru,stepakhino,Stepakhino,60,,56.3,30.033333
ru,stepakhino,Stepakhino,77,,56.062156,31.70678
ru,stepakino,Stepakino,77,,56.388164,33.954567
ru,stepana razina,Stepana Razina,10,,52.9318,31.9946
ru,stepana razina,Stepana Razina,13,,53.866667,60.433333
ru,stepana razina,Stepana Razina,51,,54.893203,44.296266
ru,stepana razina,Stepana Razina,53,,55.383333,75.916667
ru,stepana razina,Stepana Razina,65,,53.4044,51.3235
ru,stepana razina,Stepana Razina,84,,48.502377,45.078035
ru,stepanchiki,Stepanchiki,25,,54.881308,35.630858
ru,stepanchikovo,Stepanchikovo,47,,55.361251,37.859667
ru,stepanchikovo,Stepanchikovo,88,,57.45098,39.389762
ru,stepandino,Stepandino,77,,57.4644,36.9503
ru,stepandvskoye,Stepandvskoye,85,,59.255751,40.955117
ru,stepanenki,Stepanenki,80,,58.232436,53.55958
ru,stepanenkov,Stepanenkov,13,,54.8,60.25
ru,stepanevka,Stepanevka,84,,48.385998,43.943109
ru,stepanikha,Stepanikha,11,,54.516667,114.033333
ru,stepanikha,Stepanikha,21,,57.3575,41.868725
ru,stepanikha,Stepanikha,53,,55.716667,84.4
ru,stepanikha,Stepanikha,54,,56.383333,71.033333
ru,stepanikha,Stepanikha,77,,57.6818,36.4959
ru,stepanikha,Stepanikha,83,,56.236997,39.926409
ru,stepanikha,Stepanikha,85,,60.43138,40.394932
ru,stepaniki,Stepaniki,69,,55.111111,35.222778
ru,stepanikovo,Stepanikovo,88,,58.131889,40.175807
ru,stepanishcheva,Stepanishchëva,56,,52.483164,36.903514
ru,stepanishchevo,Stepanishchevo,56,,52.483164,36.903514
ru,stepanishchevo,Stepanishchëvo,69,,55.087067,34.79008
ru,stepanishchevo,Stepanishchëvo,72,,51.661067,42.49561
ru,stepankino,Stepankino,45,,55.9404,48.241
ru,stepankino,Stepankino,60,,57.006084,29.582088
ru,stepanki,Stepanki,21,,57.563561,41.930211
ru,stepanki,Stepanki,33,,58.8867,49.449
ru,stepankova,Stepankova,69,,55.170556,32.582778
ru,stepankova,Stepankova,77,,55.785572,33.148505
ru,stepankova,Stepankova,83,,56.078304,39.880813
ru,stepankovo,Stepankovo,06,,61.2,47.4
ru,stepankovo,Stepankovo,25,,54.647927,35.923935
ru,stepankovo,Stepankovo,37,,58.8809,42.178
ru,stepankovo,Stepankovo,47,,55.984444,36.899444
ru,stepankovo,Stepankovo,51,,55.9911,42.7761
ru,stepankovo,Stepankovo,52,,58.744444,33.266667
ru,stepankovo,Stepankovo,60,,56.931657,28.725264
ru,stepankovo,Stepankovo,69,,55.198696,34.153151
ru,stepankovo,Stepankovo,77,,56.15565,31.621519
ru,stepankovo,Stepankovo,83,,55.3704,41.8847
ru,stepankovo,Stepankovo,85,,58.8845,37.3146
ru,stepankovo,Stepankovo,88,,58.076916,40.669219
ru,stepankovskaya,Stepankovskaya,06,,61.329746,42.075156
