,Kirkovo,61,,43.1833333,26.8166667
br,jacupema,Jacupema,27,,-24.666463,-48.34902
br,jacupemba,Jacupemba,08,,-19.583333,-40.2
br,jacupemba,Jacupemba,26,,-26.988026,-49.892625
br,jacupiranga,Jacupiranga,27,11149,-24.700034,-48.004445
br,jacupiranguinha,Jacupiranguinha,27,,-24.7788,-48.1942
br,jacuquara,Jacuquara,16,,-5.566667,-56.883333
br,jacurici,Jacurici,05,,-10.85,-39.716667
br,jacuricy,Jacuricy,05,,-10.85,-39.716667
br,jacuri,Jacuri,22,,-5.218611,-37.495278
br,jacuripe,Jacuripe,01,,-9.2,-71.55
br,jacuruna,Jacuruna,05,,-13.066667,-38.85
br,jacurutu,Jacurutu,05,,-12.216667,-42.95
br,jacurutu,Jacurutu,30,,-8.583333,-38.716667
br,jacus,Jacus,20,,-6.95,-41.816667
br,jacutinga dos binos,Jacutinga dos Binos,18,,-23.2221,-50.1086
br,jacutinga,Jacutinga,05,,-17.983333,-39.6
br,jacutinga,Jacutinga,11,,-20.333333,-56.566667
br,jacutinga,Jacutinga,14,,-16.166667,-58.166667
br,jacutinga,Jacutinga,15,18470,-22.283333,-46.616667
br,jacutinga,Jacutinga,18,,-25.066667,-51.95
br,jacutinga,Jacutinga,23,,-27.733333,-52.5
br,jacutinga,Jacutinga,26,,-26.3103,-48.6642
br,jacu vii,Jacu VII,13,,-3.049444,-43.245556
br,jacu vi,Jacu VI,13,,-3.573056,-43.148333
br,jacu v,Jacu V,13,,-3.588611,-43.144444
br,jacy parana,Jacy Paraná,24,,-9.25,-64.383333
br,jader pinto,Jáder Pinto,21,,-21.166667,-41.583333
br,jadibaru,Jadibaru,04,,-6.45,-64.25
br,jaeteua,Jaeteua,04,,-3.25,-60.816667
br,jaguapita,Jaguapitã,18,,-23.116667,-51.55
br,jaguaquara,Jaguaquara,05,41499,-13.533333,-39.966667
br,jaguaraci,Jaguaraci,05,,-10.9,-41.566667
br,jaguaracu,Jaguaraçu,15,,-19.666667,-42.75
br,jaguara,Jaguara,05,,-12.116667,-39.1
br,jaguara,Jaguará,15,,-19.733333,-44.666667
br,jaguarandi,Jaguarandi,27,,-21.85,-47.7
br,jaguarao,Jaguarão,06,,-4.466667,-38.75
br,jaguarao,Jaguarão,15,,-16.366667,-40.233333
br,jaguarao,Jaguarão,23,29613,-32.566667,-53.383333
br,jaguarari,Jaguarari,05,22617,-10.266667,-40.2
br,jaguarary,Jaguarary,05,,-10.266667,-40.2
br,jaguarasinho,Jaguarasinho,14,,-14.866667,-55.916667
br,jaguaras,Jaguaras,15,,-19.733333,-44.666667
br,jaguarembe,Jaguarembé,21,,-21.783333,-42.033333
br,jaguaretama,Jaguaretama,06,,-5.616667,-38.766667
br,jaguarete,Jaguaretê,11,,-22.75,-55.45
br,jaguariahyva,Jaguariahyva,18,,-24.25,-49.7
br,jaguariaiva,Jaguariaíva,18,30627,-24.25,-49.7
br,jaguaribara,Jaguaribara,06,,-5.666667,-38.616667
br,jaguaribe,Jaguaribe,05,,-13.116667,-38.9
br,jaguaribe,Jaguaribe,06,23066,-5.883333,-38.616667
br,jaguaribe,Jaguaribe,15,,-15.633333,-42.35
br,jaguaribe,Jaguaribe,17,,-7.133333,-34.883333
br,jaguaribe,Jaguaribe,30,,-7.733333,-34.816667
br,jaguaribe mirim,Jaguaribe Mirim,06,,-5.883333,-38.616667
br,jaguaricatu,Jaguaricatu,18,,-24.5,-49.516667
br,jaguari,Jaguari,23,,-29.5,-54.683333
br,jaguari,Jaguari,27,,-22.669444,-47.296667
br,jaguarinho,Jaguarinho,15,,-20.033333,-47.3
br,jaguaripe,Jaguaripe,05,,-12.916667,-39.166667
br,jaguarisinho,Jaguarisinho,23,,-29.483333,-54.783333
br,jaguarita,Jaguarita,23,,-27.466667,-52.25
br,jaguaritira,Jaguaritira,15,,-17.9,-42.233333
br,jaguariuna,Jaguariúna,27,31718,-22.683333,-46.983333
br,jaguarizinho,Jaguarizinho,23,,-29.483333,-54.783333
br,jaguaruana,Jaguaruana,06,21791,-4.833333,-37.783333
br,jaguaruna,Jaguaruna,15,,-19.716667,-44.8
br,jaguaruna,Jaguaruna,26,11650,-28.6,-49.033333
br,jaguary,Jaguary,15,,-22.766667,-46.15
br,jaguary,Jaguary,23,,-29.5,-54.683333
br,jaguary,Jaguary,27,,-22.683333,-46.983333
br,jaguatei,Jaguateí,27,,-21.1,-48.783333
br,jaguatirica,Jaguatirica,18,,-24.166667,-50.633333
br,jahu,Jahú,27,,-22.3,-48.55
br,jaiba,Jaíba,05,,-12.2,-38.883333
br,jaibaras,Jaibaras,06,,-3.766667,-40.483333
br,jaicos,Jaicós,20,7107,-7.35,-41.133333
br,jaime ferreira,Jaime Ferreira,15,,-20.333333,-45.2
br,jaime guimaraes,Jaime Guimarães,15,,-16.383333,-40.766667
br,jaiobazinho,Jaiobazinho,31,,-11.433333,-46.633333
br,jaiu,Jaiú,05,,-9.383333,-38.516667
br,jajuaryahiva,Jajuaryahiva,18,,-24.25,-49.7
br,jalbaras,Jalbaras,06,,-3.766667,-40.483333
br,jales,Jales,27,43832,-20.266667,-50.55
br,jamacaru,Jamacaru,06,,-7.4,-39.116667
br,jamaica,Jamaica,27,,-21.516667,-51.616667
br,jamanacari,Jamanacari,04,,-2.983333,-69.033333
br,jamandua,Jamanduá,04,,-6.383333,-64.283333
br,jamapara,Jamapará,21,,-21.916667,-42.716667
br,jamari,Jamari,04,,-4.374167,-62.062778
br,jamari,Jamari,05,,-12.516667,-40.466667
br,jamari,Jamari,24,,-8.75,-63.45
br,jamary,Jamary,24,,-8.45,-63.483333
br,jambeiro,Jambeiro,15,,-18.083333,-42.766667
br,jambeiro,Jambeiro,27,,-23.266667,-45.683333
br,jaminaua,Jaminauá,01,,-9.353056,-71.024722
br,jamitine,Jamitine,04,,-5.704722,-63.642778
br,jampruca,Jampruca,15,,-18.45,-41.8
br,janari,Janari,04,,-.333333,-64.216667
br,j. anastacio,J. Anastácio,15,,-21.05,-45.216667
br,janauba,Janaúba,15,56573,-15.8,-43.316667
br,jandaia do sul,Jandaia do Sul,18,17507,-23.6,-51.65
br,jandaia,Jandaia,18,,-23.6,-51.65
br,jandaia,Jandaia,29,,-17.1,-50.116667
br,jandaira,Jandaíra,05,,-11.566667,-37.7
br,jandaira,Jandaíra,22,,-5.356111,-36.126111
br,jandia,Jandiá,04,,-5.089167,-59.393333
br,jandira,Jandira,27,113607,-23.516667,-46.9
br,jandiritiua,Jandiritiua,13,,-2.1,-44.633333
br,jandoim,Jandoim,06,,-5.266667,-38.266667
br,jandui,Janduí,22,,-5.445556,-37.061944
br,janduis,Janduís,22,,-6.016667,-37.416667
br,jangada do sul,Jangada do Sul,18,,-26.366667,-51.25
br,jangada,Jangada,05,,-11.683333,-43.266667
br,jangada,Jangada,14,,-15.233333,-56.483333
br,jangada,Jangada,15,,-22.05,-45.966667
br,jangada,Jangada,18,,-23.316667,-50.85
br,jangada,Jangada,26,,-26.5,-51.233333
br,jangada,Jangada,27,,-21.416667,-50.683333
br,jangada nova,Jangada Nova,27,,-21.45,-50.733333
br,jangadinha,Jangadinha,26,,-26.5,-51.233333
br,jangadinha,Jangadinha,27,,-21.416667,-50.55
br,janga,Janga,30,,-7.933333,-34.816667
br,jango,Jango,11,,-20.45,-55.483333
br,jangraguera,Jangraguera,06,,-5.483333,-40.2
br,jangueta,Janguetá,08,,-20.016667,-40.266667
br,jansen,Jansen,23,,-29.133333,-51.383333
br,janua coeli,Jánua Coeli,16,,-1.966667,-49.383333
br,januaria de acaracu,Januária de Acaracu,06,,-3.7,-40.35
br,januaria,Januária,15,34812,-15.483333,-44.366667
br,januario cicco,Januário Cicco,22,,-6.15,-35.583333
br,januario cico,Januário Cico,22,,-6.15,-35.583333
br,januario,Januário,05,,-12.366667,-39.1
br,januario,Januário,13,,-1.833333,-46.2
br,jao,Jaó,27,,-21.166667,-47.283333
br,jaozeiro,Jaozeiro,06,,-7.2,-39.333333
br,japao,Japão,06,,-5.566667,-39.216667
br,japao,Japão,13,,-3.483333,-42.6
br,japao,Japão,14,,-14.983333,-57.333333
br,japao,Japão,15,,-20.55,-44.633333
br,japao,Japão,27,,-20.383333,-47.566667
br,japaraiba,Japaraíba,15,,-20.133333,-45.5
br,japaratinga,Japaratinga,02,,-9.083333,-35.25
br,japaratuba,Japaratuba,02,,-9.083333,-35.25
br,japaratuba,Japaratuba,28,8092,-10.583333,-36.95
br,japecanaa,Japecanaa,17,,-6.216667,-37.466667
br,japecanga,Japecanga,30,,-8.233333,-36.133333
br,japeco,Japeco,13,,-5.15,-42.933333
br,japerica,Japerica,16,,-.833333,-47.083333
br,japeri,Japeri,21,95102,-22.648889,-43.658611
br,japiim,Japiim,01,,-7.616667,-72.9
br,japi,Japi,22,,-6.45,-35.933333
br,japira,Japira,05,,-17.483333,-39.75
br,japira,Japira,18,,-23.8115,-50.139
br,japiuba,Japiúba,27,,-20.65,-50.5
br,japoata,Japoatã,28,4207,-10.333333,-36.8
br,japo,Japó,04,,-3.533333,-66.083333
br,japomirim,Japomirim,05,,-14.15,-39.733333
br,japuiba,Japuíba,21,,-22.583333,-42.7
br,japuim,Japuim,01,,-7.616667,-72.9
br,japu,Japu,05,,-14.916667,-39.2
br,japura,Japurá,04,1908,-1.395833,-69.422222
br,japura,Japurá,18,,-23.470661,-52.554346
br,japyra,Japyra,18,,-23.8115,-50.139
br,jaquari,Jaquari,27,,-24.183333,-48.966667
br,jaquaritinga do norte,Jaquaritinga do Norte,30,,-7.9,-36.05
br,jaquary,Jaquary,27,,-22.683333,-46.983333
br,jaqueira,Jaqueira,02,,-9.383333,-37.166667
br,jaqueira,Jaqueira,05,,-12.366667,-41.15
br,jaqueira,Jaqueira,13,,-3.326667,-43.120556
br,jaqueira,Jaqueira,30,,-8.733333,-35.816667
br,jaques,Jaques,17,,-7.75,-36.4
br,jaquhype,Jaquhype,05,,-12.483333,-38.633333
br,jaquipe,Jaquípe,05,,-12.483333,-38.633333
br,jaquirana,Jaquirana,23,,-28.9,-50.383333
br,jaraaua,Jaraauá,27,,-23.454785,-46.742034
br,jaracatia,Jaracatiá,08,,-20.783333,-40.783333
br,jaracatia,Jaracatiá,18,,-24.183333,-52.9
br,jaracatia,Jaracatiá,30,,-8.133333,-36.35
br,jaracatiara,Jaracatiara,08,,-20.783333,-40.783333
br,jaracutia,Jaracutiá,30,,-8.133333,-36.35
br,jaragua do sul,Jaraguá do Sul,26,130132,-26.483333,-49.066667
br,jaragua,Jaraguá,11,,-20.466667,-54.766667
br,jaragua,Jaraguá,14,,-17.15,-55.083333
br,jaragua,Jaraguá,15,,-21.15,-45.733333
br,jaragua,Jaraguá,26,,-26.483333,-49.066667
br,jaragua,Jaraguá,27,,-23.454785,-46.742034
br,jaragua,Jaraguá,29,30410,-15.75,-49.333333
br,jaraguari,Jaraguari,11,,-20.15,-54.416667
br,jaraguary,Jaraguary,11,,-20.15,-54.416667
br,jaramataia,Jaramatáia,02,,-9.666667,-37
br,jaramataia,Jaramataia,17,,-7.533333,-37.983333
br,jarametais,Jarametais,02,,-9.666667,-37
br,jarandragoeira,Jarandragoeira,06,,-3.8,-38.733333
br,jaraqui,Jaraqui,04,,-2.953611,-60.438889
br,jararaca,Jararaca,25,,2.933333,-60.533333
br,jararaca,Jararaca,26,,-26.2,-50.7
br,jararaca,Jararaca,27,,-21.95,-47.883333
br,jararaita,Jararaitá,13,,-2.416667,-44.683333
br,jardim 25 de agosto,Jardim 25 de Agosto,21,,-22.793058,-43.300357
br,jardim acacia,Jardim Acacia,21,,-22.802155,-43.63629
br,jardim acacio,Jardim Acácio,27,,-23.413867,-46.510778
br,jardim agua branca,Jardim Água Branca,21,,-22.85932,-43.441392
br,jardim aguas lindas,Jardim Águas Lindas,21,,-22.847854,-43.761216
br,jardim alecrim,Jardim Alecrim,21,,-22.892835,-43.486203
br,jardim alegre,Jardim Alegre,18,,-24.15,-51.716667
br,jardim alexandrino,Jardim Alexandrino,21,,-22.884949,-43.663487
br,jardim almeida,Jardim Almeida,27,,-23.267277,-46.568012
br,jardim alto da cantareira,Jardim Alto da Cantareira,27,,-23.386919,-46.606195
br,jardim america,Jardim América,21,,-22.736976,-43.41834
br,jardim america,Jardim América,27,,-23.302734,-46.552188
br,jardim arnaldo eugenio,Jardim Arnaldo Eugênio,21,,-22.913263,-43.536194
br,jardim aurea,Jardim Áurea,21,,-22.890932,-43.448857
br,jardim bangu,Jardim Bangu,21,,-22.849494,-43.466021
br,jardim barra da tijuca,Jardim Barra da Tijuca,21,,-22.99696,-43.341392
br,jardim bela vista,Jardim Bela Vista,21,,-22.883689,-43.59257
br,jardim bela vista,Jardim Bela Vista,27,,-23.433333,-46.516667
br,jardim boiuna,Jardim Boiuna,21,,-22.910025,-43.39452
br,jardim bom pastor,Jardim Bom Pastor,21,,-22.753943,-43.372396
br,jardim borba gato,Jardim Borba Gato,27,,-23.801,-46.6333
br,jardim botanico,Jardim Botãnico,21,,-22.962103,-43.223313
br,jardim botujuru,Jardim Botujuru,27,,-24.712285,-48.004843
br,jardim brasilia,Jardim Brasilia,27,,-23.441833,-46.708345
br,jardim brisa de atibaia,Jardim Brisa de Atibaia,27,,-23.227778,-46.590278
br,jardim brogota,Jardim Brogotá,27,,-23.093333,-46.540278
br,jardim campinas barro branco,Jardim Campinas Barro Branco,27,,-23.7705,-46.7064
br,jardim campinho,Jardim Campinho,21,,-22.89364,-43.587549
br,jardim campo belo,Jardim Campo Belo,21,,-22.871192,-43.584966
br,jardim capuacu,Jardim Capuaçu,21,,-22.772981,-43.524402
br,jardim carioca,Jardim Carioca,21,,-22.802916,-43.192492
br,jardim centenario,Jardim Centenário,27,,-23.173056,-46.573333
br,jardim central,Jardim Central,21,,-22.795564,-43.640988
br,jardim cidade pirituba,Jardim Cidade Pirituba,27,,-23.481371,-46.721903
br,jardim cinco lagos de santa maria,Jardim Cinco Lagos de Santa Maria,27,,-23.310842,-46.534106
br,jardim cincos marias,Jardim Cincos Marias,21,,-22.974416,-43.6413
br,jardim clarice,Jardim Clarice,21,,-22.868567,-43.496941
br,jardim cristina,Jardim Cristina,27,,-23.320984,-46.209231
br,jardim da barra,Jardim da Barra,21,,-22.993018,-43.30017
br,jardim da lagoa,Jardim da Lagoa,27,,-23.251846,-46.609341
br,jardim dalila,Jardim Dalila,27,,-23.5144,-47.6042
br,jardim da luz,Jardim da Luz,21,,-22.887524,-43.563792
br,jardim da luz,Jardim da Luz,29,,-17.866667,-49.133333
br,jardim damasceno,Jardim Damasceno,27,,-23.447669,-46.6977
br,jardim da posse,Jardim da Posse,21,,-22.732733,-43.453351
br,jardim da represa,Jardim da Represa,27,,-23.7597,-46.596
br,jardim das acacias,Jardim Das Acácias,21,,-22.728734,-43.424298
br,jardim das accias,Jardim das Accias,27,,-23.3148,-46.2042
br,jardim da saude,Jardim da Saude,27,,-23.6,-46.633333
br,jardim das bandeiras,Jardim das Bandeiras,27,,-23.63475,-47.576458
br,jardim da serra,Jardim da Serra,27,,-23.338096,-46.544179
br,jardim das flores,Jardim das Flores,27,,-23.252028,-46.545072
br,jardim das oliveiras,Jardim das Oliveiras,23,,-29.9035,-50.8793
br,jardim das pedrinhas,Jardim das Pedrinhas,21,,-22.919087,-43.673656
br,jardim de abril,Jardim de Abril,27,,-23.449478,-46.748266
br,jardim de alah,Jardim de Alah,21,,-22.983379,-43.212576
br,jardim de angicos,Jardim de Angicos,22,,-5.65,-35.983333
br,jardim de areias,Jardim de Areias,06,,-4.233333,-38.883333
br,jardim de mairipora gleba ii,Jardim de Mairiporã Gleba II,27,,-23.310899,-46.634021
br,jardim de mairipora gleba i,Jardim de Mairiporã Gleba I,27,,-23.320817,-46.632506
br,jardim de mairipora gleba segunda,Jardim de Mairiporã Gleba Segunda,27,,-23.310899,-46.634021
br,jardim de mairipora gleba um,Jardim de Mairiporã Gleba Um,27,,-23.320817,-46.632506
br,jardim de pirahanas,Jardim de Pirahanas,22,,-6.366667,-37.333333
br,jardim de piranhas,Jardim de Piranhas,22,10935,-6.366667,-37.333333
br,jardim do saco,Jardim do Saco,21,,-22.852778,-43.298386
br,jardim dos afonsos,Jardim dos Afonsos,27,,-23.426989,-46.529113
br,jardim do serido,Jardim do Seridó,22,9520,-6.583333,-36.766667
br,jardim dos jacarandas,Jardim dos Jacarandas,27,,-23.257667,-46.598586
br,jardim embaixador,Jardim Embaixador,27,,-22.7074,-45.5613
br,jardim espirito santo,Jardim Espírito Santo,21,,-22.942551,-43.691985
br,jardim estancia brasil,Jardim Estância Brasil,27,,-23.156667,-46.594722
br,jardim estrela d'alva,Jardim Estrela D'Alva,21,,-22.908183,-43.669201
br,jardim europa,Jardim Europa,27,,-22.70174,-45.5568
br,jardim fortaleza,Jardim Fortaleza,06,,-3.783333,-38.7
br,jardim frutuoso,Jardim Frutuoso,21,,-22.871039,-43.668243
br,jardim gaver,Jardim Gaver,21,,-22.991907,-43.258183
br,jardim gibeon,Jardim Gibeon,27,,-23.255711,-46.588286
br,jardim gramacho,Jardim Gramacho,21,,-22.757371,-43.280747
br,jardim guanabara,Jardim Guanabara,21,,-22.81559,-43.199759
br,jardim guanabara,Jardim Guanabara,27,,-22.725556,-47.338056
br,jardim guaratiba,Jardim Guaratiba,21,,-22.976087,-43.652047
br,jardim helena,Jardim Helena,27,,-22.733056,-47.306111
br,jardim heliana,Jardim Heliana,27,,-23.755804,-46.669761
br,jardim iaraqua,Jardim Iaraqua,21,,-22.921519,-43.560105
br,jardim imperial,Jardim Imperial,21,,-22.785931,-43.540761
br,jardim ipiranga,Jardim Ipiranga,27,,-22.7475,-47.358056
br,jardim ipora,Jardim Iporã,27,,-23.783141,-46.703551
br,jardimirim,Jardimirim,06,,-7.6,-39.183333
br,jardim ita,Jardim Ita,21,,-22.914253,-43.694581
br,jardim itapeva,Jardim Itapeva,27,,-23.479096,-46.744996
br,jardim iv centenario,Jardim IV Centenario,27,,-23.7986,-46.5866
br,jardim,Jardim,06,7189,-3.433333,-39.016667
br,jardim,Jardim,07,,-15.983333,-47.4
br,jardim,Jardim,08,,-21.116667,-41.666667
br,jardim,Jardim,11,23781,-21.466667,-56.15
br,jardim,Jardim,13,,-3.922222,-43.435833
br,jardim,Jardim,15,,-17.516667,-43.333333
br,jardim,Jardim,17,,-7.733333,-35.85
br,jardim,Jardim,20,,-5.266667,-42.283333
br,jardim,Jardim,22,,-5.55,-35.966667
br,jardim,Jardim,26,,-26.7,-52.116667
br,jardim,Jardim,27,,-20.7,-47.65
br,jardim,Jardim,30,,-7.666667,-39.966667
br,jardim,Jardim,31,,-11.815,-46.628056
br,jardim joana,Jardim Joana,27,,-23.441508,-46.54395
br,jardim joari,Jardim Joari,21,,-22.910144,-43.551035
br,jardim julia miguel,Jardim Júlia Miguel,21,,-22.917602,-43.629564
br,jardim lagoa mar,Jardim Lagoa Mar,21,,-22.997594,-43.333852
br,jardim laranjeiras,Jardim Laranjeiras,21,,-22.773809,-43.537012
br,jardim leal,Jardim Leal,21,,-22.760474,-43.322785
br,jardim luana,Jardim Luana,21,,-22.970551,-43.628557
br,jardim lucia,Jardim Lúcia,27,,-23.269879,-46.573036
br,jardim magarca,Jardim Magarça,21,,-22.936529,-43.58056
br,jardim marambaia,Jardim Marambaia,21,,-22.642778,-43.405278
br,jardim marapendi,Jardim Marapendi,21,,-23.007126,-43.354456
br,jardim maravilha,Jardim Maravilha,21,,-22.962417,-43.605376
br,jardim maria antonia,Jardim Maria Antônia,27,,-23.313123,-46.548285
br,jardim maria da gloria,Jardim Maria da Glória,27,,-23.511,-47.6194
br,jardim maria paula,Jardim Maria Paula,21,,-22.877222,-43.024722
br,jardim maric,Jardim Maric,27,,-23.4954,-46.1814
br,jardim master,Jardim Master,27,,-23.505,-47.603
br,jardim mendanha,Jardim Mendanha,21,,-22.853576,-43.540102
br,jardim miramar,Jardim Miramar,27,,-23.8113,-46.5793
br,jardim mirassol,Jardim Mirassol,21,,-22.768307,-43.526496
br,jardim monte alto,Jardim Monte Alto,27,,-23.400411,-46.535857
br,jardim monteiro,Jardim Monteiro,21,,-22.939236,-43.572136
br,jardim monte santo,Jardim Monte Santo,21,,-22.910958,-43.535833
br,jardim moreira,Jardim Moreira,27,,-23.438048,-46.544225
br,jardim morro azul,Jardim Morro Azul,27,,-22.5575,-47.428333
br,jardim natal,Jardim Natal,27,,-23.8634,-46.6693
br,jardim nautico da cantareira,Jardim Nautico Da Cantareira,27,,-23.321917,-46.565265
br,jardim nazare,Jardim Nazaré,21,,-22.858889,-43.017778
br,jardim nossa senhora das gracas,Jardim Nossa Senhora das Graças,21,,-22.851977,-43.530159
br,jardim nova europa,Jardim Nova Europa,27,,-22.581111,-47.417778
br,jardim nova guaratiba,Jardim Nova Guaratiba,21,,-22.924333,-43.564477
br,jardim nova italia,Jardim Nova Italia,27,,-22.556667,-47.415
br,jardim nova suica,Jardim Nova Suica,27,,-22.568889,-47.390833
br,jardim novo dem,Jardim Novo dem,27,,-23.3375,-46.2243
br,jardim novo mundo,Jardim Novo Mundo,21,,-22.945912,-43.366722
br,jardim novo murido,Jardim Novo Murido,27,,-23.5365,-47.511
br,jardim novo realengo,Jardim Novo Realengo,21,,-22.886456,-43.421007
br,jardim oceanico,Jardim Oceánico,21,,-23.008997,-43.31058
br,jardim okinaga,Jardim Okinaga,27,,-23.29516,-46.609842
br,jardim okinagua,Jardim Okinagua,27,,-23.288624,-46.59943
br,jardim olavo bilac,Jardim Olavo Bilac,21,,-22.775623,-43.338883
br,jardim olimpio,Jardim Olímpio,27,,-23.251484,-46.592467
br,jardim oriental,Jardim Oriental,21,,-22.890624,-43.520244
br,jardim palmares,Jardim Palmares,21,,-22.885328,-43.641309
br,jardim palmira,Jardim Palmira,27,,-23.347301,-47.82114
br,jardim paraiso,Jardim Paraíso,21,,-22.896417,-43.578894
br,jardim paraiso,Jardim Paraíso,27,,-23.414929,-46.503447
br,jardim paulista,Jardim Paulista,21,,-22.882618,-43.559894
br,jardim paulista,Jardim Paulista,27,,-23.4364,-46.550721
br,jardim pedregoso,Jardim Pedregoso,21,,-22.869189,-43.562994
br,jardim perlamar,Jardim Perlamar,27,,-23.5171,-47.612
br,jardim pernambuco,Jardim Pernambuco,21,,-22.981663,-43.230026
br,jardim piai,Jardim Piaí,21,,-22.97783,-43.664689
br,jardim pinheiro,Jardim Pinheiro,27,,-23.434013,-46.523018
br,jardim portugal,Jardim Portugal,27,,-23.3035,-46.2156
br,jardim praca seca,Jardim Praça Seca,21,,-22.89935,-43.360216
br,jardim presidente,Jardim Presidente,27,,-23.243889,-46.606111
br,jardim primavera,Jardim Primavera,27,,-23.1825,-46.5775
br,jardim prince,Jardim Prince,27,,-23.318843,-46.601489
br,jardim progresso,Jardim Progresso,27,,-23.8405,-46.7254
br,jardim quarto centenario,Jardim Quarto Centenario,21,,-22.950817,-43.377515
br,jardim recanto do sol,Jardim Recanto do Sol,27,,-23.807,-46.6466
br,jardim redentor,Jardim Redentor,21,,-22.752885,-43.352962
br,jardim regina,Jardim Regina,27,,-23.473582,-46.742598
br,jardim represa,Jardim Represa,27,,-23.773,-46.5875
br,jardim rincao,Jardim Rincão,27,,-23.433735,-46.719491
br,jardim roseiral,Jardim Roseiral,27,,-23.152222,-46.7075
br,jardim rossi,Jardim Rossi,27,,-23.442033,-46.52387
br,jardim salaco,Jardim Salaco,21,,-22.370508,-42.97434
br,jardim sandra,Jardim Sandra,27,,-23.299064,-46.567056
br,jardim santa cruz,Jardim Santa Cruz,21,,-22.901307,-43.677692
br,jardim santa cruz,Jardim Santa Cruz,27,,-23.5083,-47.5996
br,jardim santa emilia,Jardim Santa Emilia,27,,-23.421602,-46.511361
br,jardim santa helena,Jardim Santa Helena,21,,-22.726082,-43.344217
br,jardim santa lucrecia,Jardim Santa Lucrécia,27,,-23.441587,-46.747402
br,jardim santana,Jardim Santana,27,,-23.326457,-46.57574
br,jardim santa teresa,Jardim Santa Teresa,27,,-23.7969,-46.6358
br,jardim sao bernardo,Jardim São Bernardo,27,,-23.7641,-46.7029
br,jardim sao domingos,Jardim São Domingos,21,,-22.919562,-43.637839
br,jardim sao gabriel das jabuticabeiras,Jardim São Gabriel das Jabuticabeiras,27,,-23.320527,-46.612706
br,jardim sao geraldo,Jardim São Geraldo,21,,-22.866117,-43.557795
br,jardim sao jeronimo,Jardim São Jerônimo,21,,-22.914079,-43.527179
br,jardim sao luis,Jardim São Luis,27,,-22.574722,-47.381667
br,jardim sao manuel,Jardim São Manuel,27,,-22.582222,-47.405278
br,jardim sao nicolau,Jardim São Nicolau,27,,-23.125,-46.548889
br,jardim sao paulo,Jardim São Paulo,27,,-23.43682,-46.5263
br,jardim sao pedro,Jardim São Pedro,21,,-22.87455,-43.558657
br,jardim sao rafael,Jardim São Rafael,27,,-23.758239,-46.7157
br,jardim sao vicente,Jardim São Vicente,21,,-22.715505,-43.443721
br,jardim sete de abril,Jardim Sete de Abril,21,,-22.928877,-43.637188
br,jardim shangrila,Jardim Shangrilá,21,,-22.914801,-43.406639
br,jardim sulacap,Jardim Sulacap,21,,-22.889059,-43.386159
br,jardim sun valley,Jardim Sun Valley,27,,-23.246667,-46.563333
br,jardim terra nova,Jardim Terra Nova,21,,-22.941667,-43.059167
br,jardim toquio,Jardim Tóquio,27,,-23.325673,-47.824945
br,jardim tupa,Jardim Tupa,27,,-23.7949,-46.5458
br,jardim uberlandia,Jardim Uberlândia,21,,-22.884783,-43.416375
br,jardim valaria simone,Jardim Valaria Simone,27,,-23.30359,-46.53489
br,jardim vila mar de guaratiba,Jardim Vila Mar de Guaratiba,21,,-22.991224,-43.623368
br,jardim vinte cinco de agosto,Jardim Vinte Cinco de Agosto,21,,-22.793058,-43.300357
br,jardim vista alegre,Jardim Vista Alegre,26,,-26.248237,-49.539618
br,jardim vitoria,Jardim Vitoria,21,,-22.913385,-43.637687
br,jardim vitoria-regia,Jardim Vitória-Régia,27,,-23.188333,-46.613889
br,jardineira,Jardineira,05,,-13.9,-41.266667
br,jardineiro,Jardineiro,17,,-6.816667,-38.55
br,jardinesia,Jardinésia,15,,-19.25,-48.683333
br,jardin,Jardin,31,,-11.815,-46.628056
br,jardinocolis,Jardinocolis,05,,-12.183333,-43.216667
br,jardinopolis,Jardinópolis,05,,-12.183333,-43.216667
br,jardinopolis,Jardinópolis,15,,-17.666667,-41.416667
br,jardinopolis,Jardinópolis,27,34719,-21.033333,-47.766667
br,jari,Jari,04,,-4.75,-62.157778
br,jari,Jari,23,,-29.283333,-54.216667
br,jarina,Jarina,04,,-4.391389,-71.238889
br,jarinu,Jarinu,27,17905,-23.103333,-46.728056
br,jarquari,Jarquarí,11,,-20.15,-54.416667
br,j. artur,J. Artur,05,,-12.416667,-40.633333
br,jarudore,Jarudore,14,,-16.2,-54.3
br,jaru,Jaru,24,28018,-10.433333,-62.45
br,jary,Jary,23,,-29.283333,-54.216667
br,jataba,Jatabá,20,,-9.516667,-44.966667
br,jatahy,Jatahy,29,,-17.883333,-51.716667
br,jatahy,Jatahy,30,,-8.65,-40.233333
br,jatahy parana,Jatahy Paraná,18,,-23.216667,-50.966667
br,jatai,Jataí,14,,-13.391667,-59.8625
br,jatai,Jataí,15,,-18.883333,-44.166667
br,jatai,Jataí,18,,-23.216667,-50.966667
br,jatai,Jataí,27,,-23.5,-48.983333
br,jatai,Jataí,29,76548,-17.883333,-51.716667
br,jataizinho,Jataìzinho,18,10014,-23.216667,-50.966667
br,jatal,Jatal,18,,-23.216667,-50.966667
br,jatauba,Jataúba,30,,-7.966667,-36.483333
br,jatei,Jatei,11,,-22.383333,-54.316667
br,jati,Jati,06,,-7.683333,-39.016667
br,jatimana,Jatimana,05,,-13.7,-39.05
