.05915
fr,le moustier,Le Moustier,A2,,48.094087,-3.679825
fr,le moustier,Le Moustier,B8,,44.1,6.516667
fr,le moustoir,Le Moustoir,A2,,47.623785,-2.861891
fr,le moutaret,Le Moutaret,B9,,45.43187,6.087828
fr,le moutchic,Le Moutchic,97,,45.004065,-1.126418
fr,le moutchie,Le Moutchie,97,,45.004065,-1.126418
fr,le mouteyret,Le Mouteyret,98,,44.890745,3.608726
fr,le moutherot,Le Moutherot,A6,,47.243064,5.733111
fr,le moutier-d' ahun,Le Moutier-d' Ahun,B1,,46.091699,2.05529
fr,le moutier,Le Moutier,98,,46.472758,3.346764
fr,le moutier,Le Moutier,A3,,48.829224,1.70335
fr,lempaut,Lempaut,B3,,43.527315,2.065463
fr,lempdes,Lempdes,98,,45.384037,3.271337
fr,lempire-aux-bois,Lempire-aux-Bois,B2,,49.097286,5.316644
fr,lempire,Lempire,B2,,49.097286,5.316644
fr,lempire,Lempire,B6,,49.992062,3.173092
fr,lemps,Lemps,B9,,44.351497,5.41861
fr,lempty,Lempty,98,,45.827767,3.331104
fr,lempzours,Lempzours,97,,45.361587,.818259
fr,lemud,Lemud,B2,,49.037196,6.365612
fr,le mung,Le Mung,B7,,45.87405,-.712523
fr,le muratel,Le Muratel,98,,45.704865,2.641691
fr,le muret,Le Muret,97,,44.407616,-.826671
fr,le muret,Le Muret,B9,,45.017572,4.619006
fr,le murier,Le Murier,B5,,47.416667,-.566667
fr,lemuy,Lemuy,A6,,46.896308,5.967359
fr,le muy,Le Muy,B8,,43.473806,6.564515
fr,le naberon,Le Naberon,B1,,45.833333,2.366667
fr,lenainville,Lenainville,A3,,48.448599,1.847626
fr,le nant cruet,le Nant Cruet,B9,,45.533629,6.923464
fr,le nant,Le Nant,B9,,45.133333,4.533333
fr,le naudeix,Le Naudeix,B1,,45.5,2.166667
fr,lenault,Lénault,99,,48.932085,-.628782
fr,lenax,Lenax,98,,46.298762,3.815996
fr,le nayrac,Le Nayrac,B3,,44.613366,2.664705
fr,l'enclave-de-la-martiniere,L'Enclave-de-la-Martiniere,B7,,46.254592,-.108654
fr,l'enclave,L'Enclave,B7,,46.254592,-.108654
fr,lencloitre,Lencloître,B7,,46.81622,.328269
fr,l'enclos,L'Enclos,A4,,48.144566,4.300847
fr,l'enclus,L'Enclus,B8,,44.665126,5.945605
fr,lencouacg,Lencouacg,97,,44.099463,-.4058
fr,lencouacq,Lencouacq,97,,44.099463,-.4058
fr,lendresse,Lendresse,97,,43.416668,-.666667
fr,le neman,Le Neman,A3,,47.231589,.200581
fr,le nenvez,Le Nenvez,A2,,48.230085,-3.900083
fr,le neubourg,Le Neubourg,A7,,49.150479,.910197
fr,le neufbourg,Le Neufbourg,99,,48.655653,-.948502
fr,le neufbourg,Le Neufbourg,A7,,49.593439,.755547
fr,le neufour,Le Neufour,B2,,49.132247,4.98284
fr,le neuville,Le Neuville,B6,,49.675719,3.152157
fr,le neveit,Le Néveit,A2,,48.286581,-3.623284
fr,l'enfer,L'Enfer,A7,,49.543514,.742038
fr,lengelsheim,Lengelsheim,B2,,49.108233,7.409816
fr,lengronne,Lengronne,99,,48.93381,-1.382143
fr,lenharree,Lenharrée,A4,,48.775804,4.114763
fr,le nielloux,Le Nielloux,A3,,46.607625,1.648572
fr,le nihoue,Le Nihoue,A3,,48.466854,1.500072
fr,lening,Léning,B2,,48.955869,6.810399
fr,le nirenec,Le Nirenec,A2,,48.114703,-3.27949
fr,leniseul,Léniseul,A4,,48.053725,5.545431
fr,le niver,Le Niver,A2,,48.101333,-3.935248
fr,le nizan,Le Nizan,97,,44.477734,-.269156
fr,lenizeul,Lénizeul,A4,,48.053725,5.545431
fr,lennon,Lennon,A2,,48.192755,-3.897085
fr,le nocquet,Le Nocquet,B4,,50.680643,1.573495
fr,le noirey,Le Noirey,B9,,45.316667,6.333333
fr,le noizement,Le Noizement,A3,,48.120831,2.06166
fr,lenoncourt,Lenoncourt,B2,,48.665552,6.303919
fr,le not,Le Not,B9,,45.37721,5.326538
fr,le nouhaud,Le Nouhaud,B1,,45.91852,1.635622
fr,le nouhaut,Le Nouhaut,B1,,45.91852,1.635622
fr,le nouveau crusnes,Le Nouveau Crusnes,B2,,49.433333,5.933333
fr,le nouveau trait,Le Nouveau Trait,A7,,49.483966,.801963
fr,le nouvion-en-thierache,Le Nouvion-en-Thiérache,B6,,50.016249,3.78509
fr,le nouvion,Le Nouvion,B6,,50.016249,3.78509
