eveland Mills,AL,,32.7041667,-87.1988889
us,cliff haven,Cliff Haven,AL,,34.7772222,-87.6730556
us,clift acres,Clift Acres,AL,,34.7030556,-86.7377778
us,clifty,Clifty,AL,,34.2991667,-87.0738889
us,clinton,Clinton,AL,,32.9136111,-87.9925000
us,clintonville,Clintonville,AL,,31.4069444,-85.8941667
us,clio,Clio,AL,,31.7086111,-85.6105556
us,cloester valley,Cloester Valley,AL,,33.2861111,-87.1188889
us,clopton,Clopton,AL,,31.6083333,-85.4300000
us,clough,Clough,AL,,32.4816667,-85.7638889
us,clover hill,Clover Hill,AL,,31.9977778,-86.7016667
us,cloverdale,Cloverdale,AL,,34.9386111,-87.7713889
us,cloverdale heights,Cloverdale Heights,AL,,34.8697222,-87.6919444
us,clowers crossroads,Clowers Crossroads,AL,,31.5913889,-85.8933333
us,clubview heights,Clubview Heights,AL,,33.9780556,-86.0158333
us,cluttsville,Cluttsville,AL,,34.8305556,-86.7491667
us,clyde jones subdivision,Clyde Jones Subdivision,AL,,33.2088889,-87.4822222
us,coal bluff,Coal Bluff,AL,,31.9450000,-87.4383333
us,coal city,Coal City,AL,,33.6605556,-86.2633333
us,coal fire,Coal Fire,AL,,33.4038889,-88.0847222
us,coal valley,Coal Valley,AL,,33.7400000,-87.4180556
us,coalburg,Coalburg,AL,,33.5936111,-86.8572222
us,coaldale,Coaldale,AL,,33.8266667,-86.7908333
us,coaling,Coaling,AL,,33.1588889,-87.3408333
us,coalmont,Coalmont,AL,,33.2547222,-86.8830556
us,coates,Coates,AL,,31.7263889,-85.1500000
us,coatopa,Coatopa,AL,,32.4850000,-88.0694444
us,cobb city,Cobb City,AL,,33.9166667,-85.9125000
us,cobbs ford,Cobbs Ford,AL,,32.4541667,-86.3772222
us,cobbs quarters,Cobbs Quarters,AL,,32.2138889,-87.3530556
us,cochran landing,Cochran Landing,AL,,32.0472222,-87.2613889
us,cochrane,Cochrane,AL,,33.0652778,-88.2511111
us,coden,Coden,AL,,30.3827778,-88.2383333
