,Sehovici,02,,44.4791667,17.2058333
ba,tresce,Tresce,01,,44.1788889,18.1355556
ba,treseljevina,Treseljevina,01,,43.165,17.6008333
ba,tresiljevac,Tresiljevac,01,,43.6438889,17.1663889
ba,treskavac,Treskavac,02,,44.4444444,16.8752778
ba,treskovac,Treskovac,02,,44.4444444,16.8752778
ba,treslice,Treslice,02,,42.9322222,18.3827778
ba,tresnica,Tresnica,01,,43.6772222,18.9125
ba,tresnjevac,Tresnjevac,02,,44.0972222,18.9044444
ba,tresnjeva glava,Tresnjeva Glava,01,,44.2577778,18.025
ba,tresnjevica,Tresnjevica,01,,43.7452778,17.9347222
ba,tresnjevica,Tresnjevica,02,,43.4586111,18.2763889
ba,tresnjevo brdo,Tresnjevo Brdo,02,,44.7913889,17.4375
ba,tresnjica,Tresnjica,01,,43.7186111,18.8283333
ba,tresnjica,Tresnjica,02,,43.3997222,18.8030556
ba,tresnjice,Tresnjice,02,,45.0322222,17.1294444
ba,tresnjik,Tresnjik,01,,44.4197222,16.3047222
ba,trestenica donja,Trestenica Donja,01,,44.4372222,18.4569444
ba,trestenica gornja,Trestenica Gornja,01,,44.4502778,18.4444444
ba,tretebina,Tretebina,01,,44.0158333,18.3958333
ba,tretiste,Tretiste,01,,43.6275,17.8066667
ba,trge,Trge,01,,44.1261111,17.5191667
ba,trgoviste,Trgoviste,02,,43.6577778,19.29
ba,tribac,Tribac,01,,43.2252778,17.4633333
ba,tribic,Tribic,01,,43.7683333,16.8686111
ba,tribija,Tribija,01,,44.2175,18.3686111
ba,tribistovo,Tribistovo,01,,43.4919444,17.38
ba,tribosici,Tribosici,01,,43.4319444,17.5402778
ba,trifkovici,Trifkovici,01,,44.0319444,18.3697222
ba,trifkovici,Trifkovici,02,,44.6263889,18.9238889
ba,trifunovici,Trifunovici,01,,43.9805556,18.4744444
ba,trijebanj,Trijebanj,01,,43.1658333,17.8875
ba,trijebanj,Trijebanj,02,,44.1086111,18.7202778
ba,trijebovo,Trijebovo,02,,44.4844444,17.0808333
ba,trijepce,Trijepce,01,,44.0994444,18.0802778
ba,trijesnica,Trijesnica,02,,44.6338889,18.9147222
ba,trikici,Trikici,01,,44.4183333,16.4355556
ba,trininici,Trininici,01,,44.2922222,17.3869444
ba,tripici,Tripici,02,,44.6888889,17.5688889
ba,tripunovici,Tripunovici,01,,44.4397222,18.2769444
ba,trisica han,Trisica Han,01,,43.4216667,17.8727778
ba,trisici,Trisici,02,,44.3058333,18.9402778
ba,tritunovici,Tritunovici,01,,43.9530556,17.3316667
ba,triunici,Triunici,02,,44.9347222,16.9080556
ba,trivanov do,Trivanov Do,01,,44.2177778,16.3019444
ba,trivanovici,Trivanovici,02,,45.0663889,16.4594444
ba,trivici,Trivici,01,,44.4338889,16.1788889
ba,trivici,Trivici,02,,44.7580556,17.4044444
ba,trivuncici,Trivuncici,02,,44.2480556,17.1080556
ba,trivunci,Trivunci,02,,44.5252778,17.7705556
ba,trivundze,Trivundze,02,,44.7544444,16.9
ba,trivunovici,Trivunovici,02,,44.4488889,17.46
ba,trklja,Trklja,02,,42.9341667,18.4041667
ba,trkovici,Trkovici,01,,43.8705556,18.0105556
ba,trkulje,Trkulje,01,,44.0969444,16.5663889
ba,trkulje,Trkulje,02,,44.6588889,17.2577778
ba,trlica,Trlica,01,,44.2408333,16.8416667
ba,trnacka,Trnacka,02,,44.6558333,18.9525
ba,trnacko,Trnacko,02,,44.6558333,18.9525
ba,trnavci kod rudog,Trnavci kod Rudog,02,,43.6133333,19.46
ba,trnavci,Trnavci,02,,43.6133333,19.46
ba,trnavica,Trnavica,02,,42.9488889,18.4505556
ba,trncina,Trncina,01,,42.8808333,17.9247222
ba,trnici,Trnici,01,,44.4033333,18.305
ba,trninic-brijeg,Trninic-Brijeg,01,,44.3525,16.3713889
ba,trninici,Trninici,01,,44.4111111,16.4416667
ba,trninici,Trninici,02,,44.88,16.7425
ba,trnjacani,Trnjacani,02,,44.7852778,18.0372222
ba,trnjaci,Trnjaci,01,,44.5883333,16.6327778
ba,trnjaci,Trnjaci,02,,44.6144444,18.9038889
ba,trnjaci,Trnjaci,BD,,44.8391667,18.9105556
ba,trnjac,Trnjac,01,,44.8869444,15.9752778
ba,trnjage,Trnjage,02,,44.8483333,19.3313889
ba,trnjak,Trnjak,01,,44.0936111,16.5880556
ba,trnjani,Trnjani,01,,45.0919444,18.3061111
ba,trnjani,Trnjani,02,,44.8275,18.0872222
ba,trnjine,Trnjine,02,,43.5736111,18.6013889
ba,trnopolje,Trnopolje,02,,44.9338889,16.8041667
ba,trnovaca,Trnovaca,01,,43.3730556,17.7811111
ba,trnovaca,Trnovaca,02,,43.4761111,18.7472222
ba,trnovace,Trnovace,01,,44.3191667,18.6936111
ba,trnovac,Trnovac,01,,44.0808333,17.635
ba,trnovac,Trnovac,02,,42.7711111,18.2533333
ba,trnova dolina,Trnova Dolina,01,,43.2725,17.9819444
ba,trnova poljana,Trnova Poljana,01,,43.7827778,16.7586111
ba,trnova,Trnova,01,,44.8030556,16.6663889
ba,trnovci,Trnovci,01,,44.0927778,18.2191667
ba,trnovci,Trnovci,02,,43.7105556,19.4597222
ba,trnovica,Trnovica,01,,42.7258333,18.1086111
ba,trnovica,Trnovica,02,,42.9488889,18.4505556
ba,trnovice,Trnovice,01,,43.6016667,18.8494444
ba,trnovnici,Trnovnici,01,,43.4238889,17.7702778
ba,trnovo,Trnovo,02,,43.6661111,18.4458333
ba,trnpolje,Trnpolje,02,,44.9338889,16.8041667
ba,trn,Trn,01,,43.3797222,17.5702778
ba,trn,Trn,02,7553,44.8597222,17.2363889
ba,trobukva,Trobukva,01,,43.5461111,17.2791667
ba,trohani,Trohani,02,,43.7255556,19.2855556
ba,troholji,Troholji,01,,44.0166667,18.2147222
ba,trojan,Trojan,01,,44.4030556,18.7822222
ba,trojinovac,Trojinovac,02,,44.9405556,16.2069444
ba,tromeda,Tromeda,01,,44.7275,16.5455556
ba,tromeda,Tromeda,02,,44.9794444,17.7808333
ba,trosanj,Trosanj,02,,43.4377778,18.7422222
ba,troseli,Troseli,02,,45.0636111,17.3533333
ba,troselji,Troselji,02,,45.0636111,17.3533333
ba,troskoti,Troskoti,01,,43.3341667,17.7380556
ba,trpavac,Trpavac,02,,42.8966667,18.4694444
ba,trpesnica,Trpesnica,01,,45.0094444,16.0636111
ba,trpinje,Trpinje,02,,43.5466667,19.0405556
ba,trsce,Trsce,01,,44.1788889,18.1355556
ba,trsevine,Trsevine,02,,43.8586111,19.2447222
ba,trsic,Trsic,02,,44.4583333,19.1113889
ba,trsje,Trsje,01,,44.6022222,18.6211111
ba,trstenaci,Trstenaci,02,,45.0508333,17.7994444
ba,trstenci,Trstenci,02,,45.0508333,17.7994444
ba,trstje,Trstje,01,,44.6022222,18.6211111
ba,trstovaca,Trstovaca,02,,44.6091667,17.8022222
ba,trstovac,Trstovac,01,,44.95,15.8563889
ba,trstova,Trstova,01,,44.95,15.8563889
ba,trtici,Trtici,01,,44.2138889,16.565
ba,trtine,Trtine,02,,43.2288889,18.2172222
ba,trtorici,Trtorici,01,,44.0386111,18.2933333
ba,trtosevo,Trtosevo,02,,43.4361111,18.9763889
ba,trubajici,Trubajici,02,,44.725,17.0922222
ba,trubari,Trubari,02,,44.0011111,19.4694444
ba,trubar,Trubar,01,,44.3594444,16.2433333
ba,trubici,Trubici,02,,44.5138889,16.925
ba,trucina,Trucina,02,,43.1288889,18.1369444
ba,truci,Truci,01,,44.2138889,16.565
ba,trumsici,Trumsici,02,,43.89,19.0569444
ba,trupicevina,Trupicevina,02,,44.1827778,18.9952778
ba,trusina,Trusina,01,,43.7275,17.8369444
ba,trusina,Trusina,02,,43.1288889,18.1369444
ba,trzacka platnica,Trzacka Platnica,01,,45.0311111,15.8111111
ba,trzacka rastela,Trzacka Rastela,01,6617,44.9733333,15.7902778
ba,trzacka,Trzacka,01,,45.0088889,15.7888889
ba,trzac,Trzac,01,,45.0088889,15.7888889
ba,trzanj,Trzanj,01,,43.7683333,18.0791667
ba,trzna,Trzna,02,,44.5175,17.9205556
ba,tubaci,Tubaci,02,,44.7725,17.6138889
ba,tubica brdo,Tubica Brdo,02,,45.1163889,16.6255556
ba,tubici,Tubici,01,,44.49,18.3886111
ba,tubici,Tubici,02,,44.9469444,16.6166667
ba,tubini,Tubini,01,,44.8152778,16.4127778
ba,tubini,Tubini,02,,44.9855556,16.6025
ba,tubino brdo,Tubino Brdo,02,,45.1541667,16.6880556
ba,tubin,Tubin,02,,44.9511111,16.3438889
ba,tubolja,Tubolja,01,,43.6836111,17.1761111
ba,tubonjici,Tubonjici,02,,44.7011111,17.0775
ba,tubrojevici,Tubrojevici,02,,43.5502778,19.0991667
ba,tucakov do,Tucakov Do,02,,43.0519444,18.4008333
ba,tucakovici,Tucakovici,01,,42.9863889,17.8688889
ba,tucici,Tucici,02,,44.4133333,16.8444444
ba,tuckesici,Tuckesici,02,,44.8830556,16.9863889
ba,tufegdzici,Tufegdzici,02,,44.3858333,17.1725
ba,tufekcije,Tufekcije,01,,44.8555556,18.45
ba,tufekdzici,Tufekdzici,BD,,44.8416667,18.6972222
ba,tuganja,Tuganja,01,,44.2663889,17.9344444
ba,tugovici,Tugovici,01,,44.6122222,18.0105556
ba,tugovo,Tugovo,02,,44.1652778,18.9502778
ba,tuhalji,Tuhalji,02,,43.5377778,18.5944444
ba,tuhinje,Tuhinje,01,,42.9827778,17.7694444
ba,tuhobici,Tuhobici,01,,43.7588889,17.9525
ba,tuhobic,Tuhobic,01,,43.7588889,17.9525
ba,tuhobic,Tuhobic,02,,43.3769444,18.3475
ba,tuholj,Tuholj,01,,44.2636111,18.6230556
ba,tujlici,Tujlici,01,,44.0475,18.0680556
ba,tujnica,Tujnica,01,,44.5216667,18.0611111
ba,tukanja,Tukanja,01,,44.4744444,16.1761111
ba,tukari,Tukari,01,,44.5336111,18.7988889
ba,tukere,Tukere,01,,44.7683333,16.7791667
ba,tuke,Tuke,01,,44.6683333,18.0575
ba,tukljucani,Tukljucani,02,,45.1713889,16.7222222
ba,tukovi,Tukovi,01,,44.7077778,16.7975
ba,tukovi,Tukovi,02,,44.0305556,18.9572222
ba,tuk,Tuk,01,,44.5644444,16.3886111
ba,tuk,Tuk,02,,44.1058333,19.4072222
ba,tulek,Tulek,02,,45.1055556,16.8433333
ba,tulesici,Tulesici,02,,43.6047222,19.2488889
ba,tuleza,Tuleza,02,,44.4402778,17.5927778
ba,tulica,Tulica,01,,43.8633333,18.1602778
ba,tulici,Tulici,02,,44.3988889,19.0819444
ba,tuli,Tuli,02,,42.6497222,18.3777778
ba,tuljak,Tuljak,02,,42.9527778,18.4561111
ba,tulje,Tulje,02,,42.8272222,18.1080556
ba,tulovici,Tulovici,01,,43.58,18.775
ba,tulovici,Tulovici,02,,43.5386111,18.9691667
ba,tumace,Tumace,02,,44.2533333,19.0913889
ba,tumare,Tumare,01,,44.5308333,18.3527778
ba,tumaric,Tumaric,01,,44.5394444,18.3655556
ba,tunici,Tunici,01,,44.5297222,18.5433333
ba,tunjasi,Tunjasi,01,,44.6475,18.6686111
ba,tunja,Tunja,01,,44.7341667,18.7316667
ba,tunjestala,Tunjestala,02,,44.8930556,17.9947222
ba,tunjevac,Tunjevac,01,,45.1191667,15.9672222
ba,tunjevce,Tunjevce,02,,43.8702778,18.5061111
ba,tunjica,Tunjica,02,,45.0597222,16.3958333
ba,tunjici,Tunjici,01,,44.0711111,18.15
ba,tunjik,Tunjik,01,,44.4597222,18.3022222
ba,tupacici,Tupacici,01,,43.6761111,18.8863889
ba,tupanari,Tupanari,02,,44.2697222,18.8441667
ba,tupci,Tupci,02,,43.6063889,19.2408333
ba,tupesi,Tupesi,02,,43.7075,19.2063889
ba,tupkovici donji,Tupkovici Donji,01,,44.4075,18.8083333
ba,tupkovici gornji,Tupkovici Gornji,01,,44.4011111,18.7919444
ba,tupkovici,Tupkovici,01,,44.4011111,18.7919444
ba,tupozovo polje,Tupozovo Polje,01,,44.0080556,18.1633333
ba,turalici,Turalici,01,,44.1241667,17.6483333
ba,turalici,Turalici,02,,43.8594444,18.7302778
ba,turani,Turani,02,,42.8027778,18.2736111
ba,turanjevina,Turanjevina,01,,43.1261111,17.8127778
ba,turbe,Turbe,01,4766,44.2436111,17.5713889
ba,turbe,Turbe,02,,43.7616667,18.4022222
ba,turbici,Turbici,01,,44.0891667,18.1202778
ba,turcinovici,Turcinovici,01,,43.3480556,17.5825
ba,turica,Turica,02,,42.8244444,18.1686111
ba,turici,Turici,01,,43.9930556,18.1422222
ba,turic,Turic,02,,44.8791667,18.5230556
ba,turijanci,Turijanci,01,,44.4808333,18.7066667
ba,turija,Turija,01,,43.635,17.9438889
ba,turija,Turija,02,,44.0580556,19.3461111
ba,turjak,Turjak,02,,43.7508333,19.3658333
ba,turkici,Turkici,01,,43.7933333,17.6233333
ba,turklje,Turklje,02,,44.2625,17.1552778
ba,turkovici,Turkovici,01,,42.9169444,17.8858333
ba,turkovici,Turkovici,02,,44.0052778,18.7588889
ba,turkovic,Turkovic,01,,43.9866667,17.8213889
ba,turmente,Turmente,02,,42.6561111,18.3966667
ba,turmenti,Turmenti,02,,42.6561111,18.3966667
ba,turnadzici,Turnadzici,02,,44.2752778,19.0516667
ba,turovi,Turovi,02,,43.6433333,18.4227778
ba,turovo,Turovo,02,,43.6433333,18.4227778
ba,tursanovici,Tursanovici,02,,44.0119444,19.5452778
ba,tursanovo brdo,Tursanovo Brdo,01,,44.6025,19.0397222
ba,tursici,Tursici,01,,44.4852778,18.2269444
ba,tursinovac,Tursinovac,02,,45.0458333,18.5077778
ba,turska gata,Turska Gata,01,,44.9008333,15.7897222
ba,turska voda,Turska Voda,01,,44.7744444,16.1213889
ba,turski greb,Turski Greb,01,,44.0827778,18.0372222
ba,turski rojcevic,Turski Rojcevic,02,,44.5386111,19.1447222
ba,tursunovici,Tursunovici,01,,44.6572222,18.6102778
ba,tursunovici,Tursunovici,02,,44.0119444,19.5452778
ba,turudici,Turudici,02,,44.9383333,17.8336111
ba,turudije,Turudije,02,,45.0225,16.7916667
ba,tusanj,Tusanj,01,,44.5458333,18.6769444
ba,tuscica,Tuscica,01,,43.6405556,17.9572222
ba,tusila,Tusila,01,,43.6263889,18.2547222
ba,tusine,Tusine,02,,43.7527778,19.0236111
ba,tusnici,Tusnici,01,,43.9608333,18.1133333
ba,tusnjici,Tusnjici,01,,43.9608333,18.1133333
ba,tusta med,Tusta Med,02,,43.8061111,19.2697222
ba,tute,Tute,02,,45.0869444,16.6177778
ba,tutici,Tutici,01,,44.7758333,16.7536111
ba,tutici,Tutici,02,,45.0880556,16.5991667
ba,tutnjevac,Tutnjevac,01,,44.7586111,18.4780556
ba,tutnjevac,Tutnjevac,02,,44.7177778,18.9325
ba,tutnjilovici,Tutnjilovici,02,,44.95,17.8016667
ba,tuzlani,Tuzlani,02,,44.9147222,18.4938889
ba,tuzlanska,Tuzlanska,01,,44.7288889,18.6277778
ba,tuzla,Tuzla,01,142484,44.5427778,18.6694444
ba,tuzlici,Tuzlici,01,,44.6544444,18.4825
ba,tvrdaci,Tvrdaci,02,,43.435,18.9297222
ba,tvrdimici,Tvrdimici,02,,43.7791667,18.4502778
ba,tvrdinici,Tvrdinici,02,,43.7791667,18.4502778
ba,tvrdosi,Tvrdosi,02,,42.7186111,18.2966667
ba,tvrdos,Tvrdos,02,,42.7186111,18.2966667
ba,tvrtkovici,Tvrtkovici,02,,43.4716667,18.9375
ba,ubare,Ubare,01,,43.9566667,18.4236111
ba,ubil,Ubil,02,,42.6222222,18.4808333
ba,ubli,Ubli,02,,42.6222222,18.4808333
ba,ubosko,Ubosko,02,,43.0094444,18.0841667
ba,ubo,Ubo,01,,43.7419444,17.5197222
ba,ubovica brdo,Ubovica Brdo,02,,44.3369444,16.8847222
ba,ubovici,Ubovici,01,,44.2411111,16.7472222
ba,ubrovi,Ubrovi,01,,43.9080556,18.1275
ba,ucur,Ucur,02,,44.1802778,17.1597222
ba,udbina,Udbina,02,,43.1408333,18.2472222
ba,udez,Udez,02,,43.8197222,18.495
ba,udno polje,Udno Polje,01,,43.0702778,17.8772222
ba,udora,Udora,01,,43.0030556,17.9213889
ba,udovcici,Udovcici,02,,44.7152778,17.0861111
ba,udovicici,Udovicici,01,,43.6108333,18.7052778
ba,udovicici,Udovicici,02,,44.7347222,17.1188889
ba,udrabi,Udrabi,01,,44.0622222,18.5752778
ba,udreznje,Udreznje,02,,43.2077778,18.0888889
ba,udric,Udric,01,,43.385,17.7888889
ba,udurlije,Udurlije,01,,44.0825,17.4230556
ba,ugara,Ugara,BD,,44.8841667,18.6963889
ba,ugarci,Ugarci,01,,44.165,16.3702778
ba,ugarci,Ugarci,02,,42.8169444,18.3072222
ba,ugaric,Ugaric,01,,44.565,18.3255556
ba,ugljara,Ugljara,01,,45.0363889,18.6830556
ba,ugljari,Ugljari,02,,44.5108333,19.0919444
ba,ugljesici,Ugljesici,01,,43.6466667,18.855
ba,ugljevicka obrijez,Ugljevicka Obrijez,02,,44.6955556,19.0347222
ba,ugljevik,Ugljevik,02,3452,44.6636111,19.0202778
ba,ugodnovici,Ugodnovici,02,,44.4933333,17.7230556
ba,ugorsko,Ugorsko,01,,43.8913889,18.3580556
ba,ugosce,Ugosce,01,,43.7077778,17.9413889
ba,ugrenovici,Ugrenovici,02,,45.1111111,17.0666667
ba,ugurlije,Ugurlije,01,,44.0825,17.4230556
ba,uhotici,Uhotici,01,,43.6166667,18.9538889
ba,ukelici,Ukelici,01,,43.7111111,18.3841667
ba,ukelji,Ukelji,BD,,44.7997222,18.6919444
ba,ukrinari,Ukrinari,02,,45.0747222,17.9544444
ba,ukrina,Ukrina,02,,44.7461111,17.56
ba,ukrinica,Ukrinica,02,,44.6611111,17.7877778
ba,ukrnjica,Ukrnjica,02,,44.6611111,17.7877778
ba,uksici,Uksici,01,,43.6388889,18.7047222
ba,uksici,Uksici,02,,42.7858333,18.3233333
ba,ularice,Ularice,01,,44.7088889,18.0130556
ba,ulice,Ulice,02,,42.5730556,18.4572222
ba,ulice,Ulice,BD,,44.8813889,18.6802778
ba,ulici,Ulici,02,,43.8008333,18.6055556
ba,ulinje,Ulinje,02,,43.1819444,18.5941667
ba,uljevina,Uljevina,01,,43.2566667,17.5133333
ba,ulobici,Ulobici,02,,43.7466667,18.4775
ba,ulobic,Ulobic,02,,43.7466667,18.4775
ba,ulog borak,Ulog Borak,02,,43.4166667,18.3091667
ba,ulog,Ulog,01,,43.3083333,17.7891667
ba,ulog,Ulog,02,,43.4166667,18.3091667
ba,ulovici,Ulovici,BD,,44.8472222,18.7211111
ba,ulovic,Ulovic,BD,,44.8472222,18.7211111
ba,umac,Umac,01,,43.4797222,17.7416667
ba,umcani,Umcani,01,,43.7102778,18.3788889
ba,umcari,Umcari,02,,43.5894444,19.0686111
ba,umcici,Umcici,01,,43.8491667,17.8030556
ba,umicevica rijeka,Umicevica Rijeka,02,,44.9425,16.3469444
ba,umicevici,Umicevici,02,,44.9588889,16.3577778
ba,umka,Umka,BD,,44.9338889,18.7083333
ba,umoi,Umoi,01,,44.7677778,16.5986111
ba,umoljani,Umoljani,01,,43.6697222,18.2275
ba,uncani,Uncani,02,,44.1886111,17.1383333
ba,uncice,Uncice,02,,45.0511111,17.2088889
ba,unista,Unista,01,,44.0416667,16.4513889
ba,unista,Unista,02,,43.3436111,18.9683333
ba,uniste,Uniste,01,,44.0416667,16.4513889
ba,uniste,Uniste,02,,43.7655556,19.3002778
ba,unka,Unka,02,,45.0669444,18.0377778
ba,unke,Unke,02,,44.9330556,18.4180556
ba,unkici,Unkici,01,,44.6491667,17.9344444
ba,unukovici,Unukovici,02,,43.6283333,18.5525
ba,upovac,Upovac,01,,44.0488889,18.145
ba,urduk,Urduk,01,,43.8011111,18.1308333
ba,uremovci,Uremovci,02,,45.115,16.7569444
ba,urga,Urga,01,,44.9955556,15.7986111
ba,urge,Urge,01,,45.1780556,15.9747222
ba,urija,Urija,01,,44.1152778,17.3852778
ba,urije,Urije,01,,44.1755556,17.9077778
ba,urije,Urije,02,,45.1683333,16.8169444
ba,urina ravan,Urina Ravan,01,,43.7425,17.7641667
ba,urisici,Urisici,02,,44.0125,19.3530556
ba,urkovici,Urkovici,02,,44.225,19.1611111
ba,urovici,Urovici,01,,43.6444444,18.7797222
ba,uroza,Uroza,01,,44.6880556,18.4880556
ba,urumovici,Urumovici,02,,44.6166667,18.9513889
ba,urvine,Urvine,01,,43.985,17.9213889
ba,usanovici,Usanovici,01,,43.6780556,17.8886111
ba,usce,Usce,01,,43.5202778,17.7361111
ba,uscoplia,Uscoplia,01,,42.6744444,18.1641667
ba,usivac,Usivac,02,,45.1255556,16.6502778
ba,usivak,Usivak,01,,43.8247222,18.2266667
ba,uskoplje,Uskoplje,01,,42.6744444,18.1641667
ba,usnjaci,Usnjaci,02,,43.8988889,18.9647222
ba,usora,Usora,02,,44.6063889,17.7105556
ba,usorci,Usorci,02,,44.8391667,16.6858333
ba,ustibar,Ustibar,02,,43.5894444,19.4161111
ba,ustikolina,Ustikolina,01,4446,43.5836111,18.79
ba,ustipraca,Ustipraca,02,,43.6925,19.0925
ba,utjesenovici,Utjesenovici,01,,43.6747222,18.7983333
ba,utjesinovici,Utjesinovici,01,,43.6747222,18.7983333
ba,utulovici,Utulovici,02,,43.5666667,18.6416667
ba,utvica,Utvica,01,,43.2525,17.4630556
ba,uvac,Uvac,02,,43.5997222,19.4852778
ba,uvala,Uvala,01,,44.3738889,16.4408333
ba,uvala,Uvala,02,,44.3925,16.6397222
ba,uvalica,Uvalica,02,,44.3925,16.6397222
ba,uvjeca,Uvjeca,02,,42.6269444,18.3677778
ba,uvjece,Uvjece,02,,42.6269444,18.3677778
ba,uvorici,Uvorici,01,,44.0147222,18.185
ba,uzarici,Uzarici,01,,43.3511111,17.6283333
ba,uzari,Uzari,02,,44.9708333,17.14
ba,uzdojnice,Uzdojnice,02,,43.8166667,18.3955556
ba,uzdol,Uzdol,01,,43.8097222,17.6980556
ba,uzdovnica,Uzdovnica,01,,44.1483333,18.0008333
ba,uzelci,Uzelci,01,,44.5891667,16.3422222
ba,uzelci,Uzelci,02,,44.8458333,16.8133333
ba,uzricje,Uzricje,01,,43.9238889,17.5763889
ba,uzrijecje,Uzrijecje,02,,43.4491667,18.2408333
ba,uzunovici,Uzunovici,01,,44.6152778,19.0077778
ba,vacici,Vacici,02,,44.0011111,19.5366667
ba,vadetina,Vadetina,01,,43.6227778,18.1911111
ba,vaganac,Vaganac,01,,44.3461111,16.3936111
ba,vaganac,Vaganac,02,,44.3858333,16.7841667
ba,vagani,Vagani,02,,43.5944444,19.0041667
ba,vaganjac,Vaganjac,01,,43.9141667,17.5416667
ba,vaganjec,Vaganjec,02,,43.5622222,18.6352778
ba,vaganj,Vaganj,01,,43.5305556,18.0686111
ba,vaganj,Vaganj,02,,44.155,17.1755556
ba,vagan,Vagan,01,,44.1677778,16.7616667
ba,vagan,Vagan,02,,43.5755556,19.4227778
ba,vagurici,Vagurici,02,,44.1811111,19.0988889
ba,vajagici,Vajagici,01,,45.0433333,16.1769444
ba,vajagici,Vajagici,02,,44.9933333,16.33
ba,vajdici,Vajdici,01,,44.3513889,16.2263889
ba,vajici,Vajici,02,,44.8677778,17.8925
ba,vakufci,Vakufci,02,,44.5961111,17.4830556
ba,vakuf gornji,Vakuf Gornji,01,,43.9380556,17.5883333
ba,vakuf,Vakuf,01,,44.2241667,17.685
ba,vakuf,Vakuf,02,,43.4066667,18.9338889
ba,valani,Valani,02,,44.44,16.8211111
ba,vala,Vala,01,,43.4763889,17.8505556
ba,valega,Valega,02,,44.8808333,17.4563889
ba,valencici,Valencici,01,,45.0913889,15.7705556
ba,valentici,Valentici,02,,44.9075,17.1391667
ba,valice,Valice,01,,43.8747222,17.7175
ba,valje,Valje,02,,43.2983333,18.3586111
ba,valovi,Valovi,02,,43.1755556,18.2877778
ba,vandzici,Vandzici,02,,44.2352778,19.0372222
ba,varalici,Varalici,01,,44.2522222,18.1055556
ba,varasine,Varasine,01,,45.1061111,16.0136111
ba,varcar vakuf,Varcar Vakuf,02,,44.4158333,17.0861111
ba,varcici,Varcici,01,,43.5616667,18.3080556
ba,vardalici,Vardalici,02,,44.6655556,17.1855556
ba,varda,Varda,01,,43.2161111,17.8602778
ba,vardici,Vardici,01,,43.6541667,17.3047222
ba,vardici,Vardici,02,,43.7872222,18.5813889
ba,vardiste,Vardiste,01,,44.0525,18.2838889
ba,vardiste,Vardiste,02,,43.7611111,19.4555556
ba,vardusa,Vardusa,02,,42.9711111,18.0375
ba,varesevina,Varesevina,01,,44.5147222,18.3472222
ba,vares grad,Vares Grad,01,,44.1644444,18.3283333
ba,vares-majdan,Vares-Majdan,01,,44.1358333,18.3172222
ba,vares,Vares,01,7193,44.1644444,18.3283333
ba,varizi,Varizi,02,,43.6163889,18.5411111
ba,varjace,Varjace,02,,44.5730556,17.3002778
ba,varke,Varke,01,,43.9686111,17.8655556
ba,varmasko selo,Varmasko Selo,01,,45.0947222,15.9130556
ba,varmazi,Varmazi,02,,44.9277778,16.7241667
ba,varosiste,Varosiste,01,,44.2833333,17.9136111
ba,varosiste,Varosiste,02,,43.7730556,18.9736111
ba,varoska rijeka,Varoska Rijeka,01,6573,45.0847222,16.0141667
ba,varosluk,Varosluk,01,,44.2425,17.5494444
ba,varos pasalici,Varos Pasalici,01,,44.7094444,18.3236111
ba,varos,Varos,01,,43.2147222,17.8383333
ba,varos,Varos,02,,43.6005556,18.5436111
ba,varozici,Varozici,02,,43.8219444,18.7316667
ba,varvara,Varvara,01,,43.8183333,17.4855556
ba,vasadici,Vasadici,02,,43.5475,18.8519444
ba,vasarevine,Vasarevine,01,,43.8666667,16.9066667
ba,vasariste,Vasariste,01,,44.4369444,18.0386111
ba,vasarovici,Vasarovici,01,,43.205,17.4722222
ba,vaselici,Vaselici,01,,44.3602778,16.4305556
ba,vasica potok,Vasica Potok,02,,45.1422222,16.6875
ba,vasici,Vasici,01,,43.8977778,17.4158333
ba,vasici,Vasici,02,,44.2413889,16.9580556
ba,vasilici,Vasilici,02,,44.2597222,16.8919444
ba,vasiljevci,Vasiljevci,01,,44.5686111,18.3255556
ba,vasiljevici,Vasiljevici,01,,44.5563889,18.98
ba,vasiljevici,Vasiljevici,02,,44.1322222,19.1669444
ba,vasiljevici,Vasiljevici,BD,,44.8466667,18.6916667
ba,vasilji,Vasilji,01,,43.2047222,17.6202778
ba,vasil mahala,Vasil Mahala,01,,43.1808333,17.6730556
ba,vasil mah,Vasil Mah,01,,43.1808333,17.6730556
ba,vasin han,Vasin Han,01,,43.8702778,18.4505556
ba,vaskovici,Vaskovici,01,,44.1525,18.8061111
ba,vaskovici,Vaskovici,02,,43.8002778,18.3519444
ba,vaslici,Vaslici,02,,44.8680556,17.8308333
ba,vasovine,Vasovine,01,,44.3947222,18.3327778
ba,vatoljevici,Vatoljevici,02,,44.0491667,19.6183333
ba,vecici,Vecici,02,,44.5761111,17.4313889
ba,vedasic,Vedasic,01,,43.7247222,17.2755556
ba,vedovica,Vedovica,02,,44.9483333,16.3880556
ba,vedro polje,Vedro Polje,01,,43.9630556,16.635
ba,vegici,Vegici,01,,44.9980556,15.9444444
ba,vehabi,Vehabi,02,,44.59,17.5152778
ba,vehabovici,Vehabovici,01,,44.5908333,18.0777778
ba,veinovici,Veinovici,02,,45.1530556,16.8041667
ba,vejici,Vejici,01,,44.1133333,17.4655556
ba,vejici,Vejici,02,,44.8686111,17.8091667
ba,vejinac,Vejinac,01,,45.1036111,15.8863889
ba,vejinovici,Vejinovici,02,,44.925,16.3552778
ba,vejzagici,Vejzagici,01,,43.7027778,18.7533333
